Codigo;EAN;Detalhe;Marca;Link consultado;Preço;Preço antigo;banco 1 nome;banco 1 parcelas;banco 1 preço;banco 2 nome;banco 2 parcelas;banco 2 preço;banco 3 nome;banco 3 parcelas;banco 3 preço
8736;754697509093;REVESTIMIENTO ROMANICA FINO ATENAS VADEX 25 K;Vadex;https://somosrex.com/revestimiento-texturado-vadex-romanica-fino-montevideo-25-kg-outlet.html;$57.857;$77.142;Santander;3 cuotas s/int (total c/reintegro incluido);$50.624;Provincia;6 cuotas s/int (total c/reintegro incluido);$57.856;Galicia;6 cuotas s/int (total c/reintegro incluido);$57.856
8739;754697503817;REVESTIM. ROMANICA MEDIO BLANCO VADEX 25 K;Vadex;https://somosrex.com/revestimiento-texturado-vadex-romanica-medio-blanco-pastel-25-kg.html;$63.742;$84.989;Santander;3 cuotas s/int (total c/reintegro incluido);$55.774;Provincia;6 cuotas s/int (total c/reintegro incluido);$63.742;Galicia;6 cuotas s/int (total c/reintegro incluido);$63.742
8743;754697503107;REVESTIM. ROMANICA MEDIO LONDRES VADEX 25 K;Vadex;https://somosrex.com/revestimiento-texturado-vadex-romanica-medio-londres-25k.html;$71.355;$95.141;Santander;3 cuotas s/int (total c/reintegro incluido);$62.436;Provincia;6 cuotas s/int (total c/reintegro incluido);$71.355;Galicia;6 cuotas s/int (total c/reintegro incluido);$71.355
8922;7797743991957;REVEAR REVOQUE PLAST. ILUSION ESMERALDA X25 S;Revear;https://somosrex.com/revestimiento-revoque-fino-flexible-blanco-revear-25-kg.html;$136.335;$181.780;Santander;3 cuotas s/int (total c/reintegro incluido);$119.293;Provincia;6 cuotas s/int (total c/reintegro incluido);$136.335;Galicia;6 cuotas s/int (total c/reintegro incluido);$136.335
8958;7797568000094;ENDUIDO INTERIOR ANDINA x 1 LITROS;Andina;https://somosrex.com/enduido-interior-andina-1-lt.html;$5.220;$6.960;Santander;3 cuotas s/int (total c/reintegro incluido);$4.567;Provincia;6 cuotas s/int (total c/reintegro incluido);$5.220;Galicia;6 cuotas s/int (total c/reintegro incluido);$5.220
8996;7797568000100;ENDUIDO INTERIOR ANDINA x 4 LITROS;Andina;https://somosrex.com/enduido-interior-andina-4-lt.html;$10.505;$14.006;Santander;3 cuotas s/int (total c/reintegro incluido);$9.192;Provincia;6 cuotas s/int (total c/reintegro incluido);$10.505;Galicia;6 cuotas s/int (total c/reintegro incluido);$10.505
9015;7797568000117;ENDUIDO INTERIOR ANDINA x10 LITROS;Andina;https://somosrex.com/enduido-interior-andina-10-lt.html;$24.623;$32.831;Santander;3 cuotas s/int (total c/reintegro incluido);$21.545;Provincia;6 cuotas s/int (total c/reintegro incluido);$24.623;Galicia;6 cuotas s/int (total c/reintegro incluido);$24.623
9016;7797568000124;ENDUIDO INTERIOR ANDINA x20 LITROS;Andina;https://somosrex.com/enduido-interior-andina-20-lt.html;$36.960;$49.280;Santander;3 cuotas s/int (total c/reintegro incluido);$32.340;Provincia;6 cuotas s/int (total c/reintegro incluido);$36.960;Galicia;6 cuotas s/int (total c/reintegro incluido);$36.960
9133;7796374865354;ALBALATEX DESIGN INTERIOR  MATE BLANCO ALBA 10 LITROS;Alba;https://somosrex.com/albalatex-pintura-latex-interior-mate-10-lt.html;$83.090;$110.786;Santander;3 cuotas s/int (total c/reintegro incluido);$72.703;Provincia;6 cuotas s/int (total c/reintegro incluido);$83.090;Galicia;6 cuotas s/int (total c/reintegro incluido);$83.090
9134;7796374865361;ALBALATEX DESIGN INTERIOR  MATE BLANCO ALBA 20 LITROS;Alba;https://somosrex.com/latex-interior-albalatex-mate-blanco-20-lts-alba.html;$128.499;$183.571;Santander;3 cuotas s/int (total c/reintegro incluido);$112.437;Provincia;6 cuotas s/int (total c/reintegro incluido);$128.500;Galicia;6 cuotas s/int (total c/reintegro incluido);$128.500
9185;7796466302125;REPOSERA SILLON BLANCA 5 POSICIONES 7/8 ALUM. ZACA;Tubogar;https://somosrex.com/silla-playa-plegable-reposera-botafogo-copacabana-azul-royal.html;$67.999;$113.333;Santander;3 cuotas s/int (total c/reintegro incluido);$59.500;Provincia;6 cuotas s/int (total c/reintegro incluido);$68.000;Galicia;6 cuotas s/int (total c/reintegro incluido);$68.000
9300;7798225220053;HIDROLAVADORA HL150 ELECTRICA LUSQTOFF;Lusqtoff;https://somosrex.com/hidrolavadora-alta-presion-135b-1500w-lhl150-lusqtoff.html;$190.808;$310.258;Santander;3 cuotas s/int (total c/reintegro incluido);$166.957;Provincia;6 cuotas s/int (total c/reintegro incluido);$190.808;Galicia;6 cuotas s/int (total c/reintegro incluido);$190.808
9421;7790715011134;LATEX INTERIOR ACRYLATEX MATE BLANCO COLORIN 20 LLITROS;Colorin;https://somosrex.com/latex-interior-acrylatex-20-lt.html;$69.276;$86.596;Santander;3 cuotas s/int (total c/reintegro incluido);$60.617;Provincia;6 cuotas s/int (total c/reintegro incluido);$69.276;Galicia;6 cuotas s/int (total c/reintegro incluido);$69.276
9515;7790715011837;ENDUIDO INTERIOR COMODIN 20 KG;Colorin;https://somosrex.com/enduido-plastico-para-interior-comodin-x-20-lts-colorin.html;$47.480;$63.306;Santander;3 cuotas s/int (total c/reintegro incluido);$41.545;Provincia;6 cuotas s/int (total c/reintegro incluido);$47.480;Galicia;6 cuotas s/int (total c/reintegro incluido);$47.480
9809;7790368293925;YOGURTERA CON 12 FRASCOS DE VIDRIO ULTRACOMB;First Rate Ultracomb;https://somosrex.com/yogurtera-electrica-ultracomb-yg2712-12-jarros-de-vidrio-de-210-ml.html;$71.015;$101.450;Santander;3 cuotas s/int (total c/reintegro incluido);$62.138;Provincia;6 cuotas s/int (total c/reintegro incluido);$71.015;Galicia;6 cuotas s/int (total c/reintegro incluido);$71.015
10292;7796374866726;LATEX P/PISOS ANTIDES. MATE GRIS GRAFITO ALBA 4 LITROS;Alba;https://somosrex.com/pintura-para-pisos-acrilico-ceniza-alba-4-lt.html;$46.558;$64.468;Santander;3 cuotas s/int (total c/reintegro incluido);$40.739;Provincia;6 cuotas s/int (total c/reintegro incluido);$46.558;Galicia;6 cuotas s/int (total c/reintegro incluido);$46.558
10344;723540507135;REVESTIM. ROMANICA FINO SYDNEY VADEX 25 K;Vadex;https://somosrex.com/revestimiento-texturado-vadex-romanica-fino-montevideo-25-kg-outlet.html;$57.857;$77.142;Santander;3 cuotas s/int (total c/reintegro incluido);$50.624;Provincia;6 cuotas s/int (total c/reintegro incluido);$57.856;Galicia;6 cuotas s/int (total c/reintegro incluido);$57.856
10357;7798225220473;COMPRESOR DE AIRE 2.5HP 50LTS MA LC-2550BK LUSQTOFF;Lusqtoff;https://somosrex.com/compresor-de-aire-50-lts-kit-5-piezas-lusqtoff-lc-2550bk.html;$214.469;$320.103;Santander;3 cuotas s/int (total c/reintegro incluido);$187.660;Provincia;6 cuotas s/int (total c/reintegro incluido);$214.469;Galicia;6 cuotas s/int (total c/reintegro incluido);$214.469
10370;7798225221524;"TALADRO DE BANCO - 13MM 1/2"" TB-13  LUSQTOFF";Lusqtoff;https://somosrex.com/taladro-banco-digital-13-mm-230w-lusqtoff-tbl710-9d.html;$266.961;$427.138;Santander;3 cuotas s/int (total c/reintegro incluido);$233.591;Provincia;6 cuotas s/int (total c/reintegro incluido);$266.961;Galicia;6 cuotas s/int (total c/reintegro incluido);$266.961
10403;7798225220152;DESMALEZADORA 52CC LD-52  LUSQTOFF;Lusqtoff;https://somosrex.com/desmalezadora-lusqtoff-ld52-7-aceite-lubricante-acl2t200-motor-2t-200cc.html;$132.937;$201.420;Santander;3 cuotas s/int (total c/reintegro incluido);$116.320;Provincia;6 cuotas s/int (total c/reintegro incluido);$132.937;Galicia;6 cuotas s/int (total c/reintegro incluido);$132.937
10464;76625288574;ESTUCCO VENECIANO ROSA VADEX X  5 KG;Vadex;https://somosrex.com/estuco-veneciano-5lt-fullcover.html;$130.811;$181.129;Santander;3 cuotas s/int (total c/reintegro incluido);$114.460;Provincia;6 cuotas s/int (total c/reintegro incluido);$130.811;Galicia;6 cuotas s/int (total c/reintegro incluido);$130.811
10493;20066448042;CHALKED BROCHEABLE AMARILLO AMANECER X0,887 E;Rust Oleum;https://somosrex.com/pintura-a-la-tiza-tizada-chalked-blanco-lino-rust-oleum-1-lt.html;$5.748;$8.212;Santander;3 cuotas s/int (total c/reintegro incluido);$5.030;Provincia;6 cuotas s/int (total c/reintegro incluido);$5.748;Galicia;6 cuotas s/int (total c/reintegro incluido);$5.748
10673;7799108040256;TALADRO A BATERIA CON PERCUTOR Y 2 BAT. ATL18-9B;Lusqtoff;https://somosrex.com/taladro-a-bateria-destornillador-percutor-18v-lusqtoff-2-baterias.html;$119.694;$157.492;Santander;3 cuotas s/int (total c/reintegro incluido);$104.732;Provincia;6 cuotas s/int (total c/reintegro incluido);$119.694;Galicia;6 cuotas s/int (total c/reintegro incluido);$119.694
10678;7798225227236;LIJADORA ROTO ORBITAL 300W LRL300-8;Lusqtoff;https://somosrex.com/lijadora-roto-orbital-lusqtoff-125mm-300w-lrl300-8.html;$68.748;$101.100;Santander;3 cuotas s/int (total c/reintegro incluido);$60.154;Provincia;6 cuotas s/int (total c/reintegro incluido);$68.748;Galicia;6 cuotas s/int (total c/reintegro incluido);$68.748
10682;7798225227557;MALETIN DE HERRAMIENTAS 245 PIEZAS LQCM245-9;Lusqtoff;https://somosrex.com/maletin-portatil-set-de-herramientas-245-piezas-lusqtoff.html;$242.049;$318.486;Santander;3 cuotas s/int (total c/reintegro incluido);$211.793;Provincia;6 cuotas s/int (total c/reintegro incluido);$242.049;Galicia;6 cuotas s/int (total c/reintegro incluido);$242.049
10703;7799108040003;TERMO VERDE 1LT LUSQTOFF;Lusqtoff;https://somosrex.com/termo-acero-inoxidable-1l-militar-lusqtoff.html;$51.239;$77.635;Santander;3 cuotas s/int (total c/reintegro incluido);$44.834;Provincia;6 cuotas s/int (total c/reintegro incluido);$51.239;Galicia;6 cuotas s/int (total c/reintegro incluido);$51.239
10875;7790715131542;AUTOPOLISH ABRILLANTADOR SILICON.GATILLO X450 E;Colorin auto;https://somosrex.com/silicona-a-gatillo-450-ml-autopolish.html;$16.015;$21.353;Santander;3 cuotas s/int (total c/reintegro incluido);$14.013;Provincia;6 cuotas s/int (total c/reintegro incluido);$16.015;Galicia;6 cuotas s/int (total c/reintegro incluido);$16.015
11048;7790715011165;TITANIO PRO LATEX EXTERIOR X 10 LTS;Colorin;https://somosrex.com/latex-interior-titanio-pro-mate-blanco-10-lts-colorin.html;$30.977;$44.253;Santander;3 cuotas s/int (total c/reintegro incluido);$27.105;Provincia;6 cuotas s/int (total c/reintegro incluido);$30.977;Galicia;6 cuotas s/int (total c/reintegro incluido);$30.977
11078;7793862008927;"PANEL DE VIDRIO PIE/PARED LILIANA ""HOT PANEL"" E";Liliana ( electro calefa ventilacion)D;https://somosrex.com/panel-calefactor-de-vidrio-liliana-ppv510-turboluxe.html;$179.185;$255.978;Santander;3 cuotas s/int (total c/reintegro incluido);$156.786;Provincia;6 cuotas s/int (total c/reintegro incluido);$179.185;Galicia;6 cuotas s/int (total c/reintegro incluido);$179.185
11081;7790715561189;LIVING LATEX INTERIOR BLANCO X 4 LTS R;Colorin;https://somosrex.com/latex-interior-jazmin-colorin-living-4-lt.html;$29.590;$40.973;Santander;3 cuotas s/int (total c/reintegro incluido);$25.891;Provincia;6 cuotas s/int (total c/reintegro incluido);$29.590;Galicia;6 cuotas s/int (total c/reintegro incluido);$29.590
11084;7790715001661;LIVING LATEX INTERIOR ARANDANO X 1 LTS;Colorin;https://somosrex.com/latex-interior-ceibo-colorin-living-1-lt.html;$12.342;$17.090;Santander;3 cuotas s/int (total c/reintegro incluido);$10.799;Provincia;6 cuotas s/int (total c/reintegro incluido);$12.342;Galicia;6 cuotas s/int (total c/reintegro incluido);$12.342
11120;7798225223610;LUSQTOFF BLACK IRON-300 SOLDADORA INVERTER S;Lusqtoff;https://somosrex.com/soldadora-inverter-iron-300-lusqtoff.html;$281.715;$489.939;Santander;3 cuotas s/int (total c/reintegro incluido);$246.500;Provincia;6 cuotas s/int (total c/reintegro incluido);$281.715;Galicia;6 cuotas s/int (total c/reintegro incluido);$281.715
11128;724751061737;REVESTIM. ROMANICA MEDIO PRAGA VADEX 25 K;Vadex;https://somosrex.com/revestimiento-texturado-vadex-romanica-medio-praga-25kg.html;$71.355;$95.141;Santander;3 cuotas s/int (total c/reintegro incluido);$62.436;Provincia;6 cuotas s/int (total c/reintegro incluido);$71.355;Galicia;6 cuotas s/int (total c/reintegro incluido);$71.355
11146;7799034006494;CALENTADOR DE PATIO TIPO HONGO DAZCGB-A DAEWOO;Daewo ( CALEF EXT);https://somosrex.com/hongo-calefactor-estufa-exterior-philco-gas-patio-heater-94pzgb2022ap.html;$227.997;$430.184;Santander;3 cuotas s/int (total c/reintegro incluido);$199.498;Provincia;6 cuotas s/int (total c/reintegro incluido);$227.997;Galicia;6 cuotas s/int (total c/reintegro incluido);$227.997
11173;7798184152754;RODILLO CUBREMAS DORADO 22 CM;El Galgo;https://somosrex.com/rodillo-lana-dorado-22cm-galgo.html;$16.359;$20.448;Santander;3 cuotas s/int (total c/reintegro incluido);$14.314;Provincia;6 cuotas s/int (total c/reintegro incluido);$16.359;Galicia;6 cuotas s/int (total c/reintegro incluido);$16.359
11225;7798370480999;COBERTOR PLASTICO COLORMET 3X3;COLORMET;https://somosrex.com/cobertor-de-polipropileno-40-micrones-3-x-3-mt.html;$4.186;$5.796;Santander;3 cuotas s/int (total c/reintegro incluido);$3.663;Provincia;6 cuotas s/int (total c/reintegro incluido);$4.186;Galicia;6 cuotas s/int (total c/reintegro incluido);$4.186
11229;7796374010457;ALBALUX BALANCE AL AGUA AZUL MARINO x1 LITROS;Alba;https://somosrex.com/esmalte-al-agua-brillante-azul-navy-albalux-1-l-alba.html;$11.934;$15.913;Santander;3 cuotas s/int (total c/reintegro incluido);$10.443;Provincia;6 cuotas s/int (total c/reintegro incluido);$11.934;Galicia;6 cuotas s/int (total c/reintegro incluido);$11.934
11237;7796374010525;ALBALUX BALANCE AL AGUA VERDE NOCHE x 4 LITROS;Alba;https://somosrex.com/esmalte-al-agua-brillante-azul-navy-albalux-4-lts-alba.html;$75.557;$94.447;Santander;3 cuotas s/int (total c/reintegro incluido);$66.112;Provincia;6 cuotas s/int (total c/reintegro incluido);$75.557;Galicia;6 cuotas s/int (total c/reintegro incluido);$75.557
11242;7796374010631;ALBALUX BALANCE AL AGUA GRIS HIELO x 1 LITROS;Alba;https://somosrex.com/esmalte-albalux-balance-brillante-gris-hielo-1-lt.html;$11.030;$13.787;Santander;3 cuotas s/int (total c/reintegro incluido);$9.651;Provincia;6 cuotas s/int (total c/reintegro incluido);$11.030;Galicia;6 cuotas s/int (total c/reintegro incluido);$11.030
11243;7796374010587;ALBALUX BALANCE AL AGUA MARRON x 4 LITROS;Alba;https://somosrex.com/esmalte-al-agua-brillante-marron-village-albalux-4-lts-alba.html;$37.810;$47.263;Santander;3 cuotas s/int (total c/reintegro incluido);$33.084;Provincia;6 cuotas s/int (total c/reintegro incluido);$37.810;Galicia;6 cuotas s/int (total c/reintegro incluido);$37.810
11249;0;PISTOLA DE GRAVEDAD C/TAZA PLASTICA  A2  S;Adiabatic;https://somosrex.com/equipo-de-pintar-hvlp-adiabatic-ec2000-pistola-taza-gravedad.html;$377.122;$538.747;Santander;3 cuotas s/int (total c/reintegro incluido);$329.982;Provincia;6 cuotas s/int (total c/reintegro incluido);$377.122;Galicia;6 cuotas s/int (total c/reintegro incluido);$377.122
11296;7792955011813;PASTILLAS MULTIFUNCION 200 X 1 KG CLOROTEC;clorotec;https://somosrex.com/clorotec-pastillas-triple-accion-x-1-kg.html;$16.436;$26.299;Santander;3 cuotas s/int (total c/reintegro incluido);$14.382;Provincia;6 cuotas s/int (total c/reintegro incluido);$16.436;Galicia;6 cuotas s/int (total c/reintegro incluido);$16.436
11299;7792955011998;CLARIFICADOR PLUS X 1 CLOROTEC;clorotec;https://somosrex.com/clorotec-clarificador-plus.html;$6.017;$8.357;Santander;3 cuotas s/int (total c/reintegro incluido);$5.265;Provincia;6 cuotas s/int (total c/reintegro incluido);$6.017;Galicia;6 cuotas s/int (total c/reintegro incluido);$6.017
11300;7792955050522;BOYA DOSIFICADORA CLOROTEC;clorotec;https://somosrex.com/clorotec-boya-chica.html;$2.959;$5.860;Santander;3 cuotas s/int (total c/reintegro incluido);$2.589;Provincia;6 cuotas s/int (total c/reintegro incluido);$2.959;Galicia;6 cuotas s/int (total c/reintegro incluido);$2.959
11311;7794876003212;SELLAGRES AL AGUA X4 LITROS;Penta/Petrilac;https://somosrex.com/impermeabilizante-para-ladrillo-y-tejas-sellagres-polilak-4-lts-siliconado.html;$16.546;$21.740;Santander;3 cuotas s/int (total c/reintegro incluido);$14.478;Provincia;6 cuotas s/int (total c/reintegro incluido);$16.546;Galicia;6 cuotas s/int (total c/reintegro incluido);$16.546
11351;7798225227557;LUSQTOFF LQCM245-8 MALETIN COMP.HERRAMIENTA P;Lusqtoff;https://somosrex.com/maletin-portatil-set-de-herramientas-245-piezas-lusqtoff.html;$242.049;$318.486;Santander;3 cuotas s/int (total c/reintegro incluido);$211.793;Provincia;6 cuotas s/int (total c/reintegro incluido);$242.049;Galicia;6 cuotas s/int (total c/reintegro incluido);$242.049
11497;7792261024835;ESMALTE ANTIOXIDO COLORMELL GRIS X 1 LITROS;Venier;https://somosrex.com/esmalte-sintetico-brillante-blanco-colormell-1-l.html;$8.648;$17.296;Santander;3 cuotas s/int (total c/reintegro incluido);$7.567;Provincia;6 cuotas s/int (total c/reintegro incluido);$8.648;Galicia;6 cuotas s/int (total c/reintegro incluido);$8.648
11510;7790715003658;LIVING MUROS Y FRENTES IMPERMEABLE UVA X 4 LITROS;Colorin;https://somosrex.com/latex-interior-guinda-colorin-living-1-lt.html;$12.342;$17.090;Santander;3 cuotas s/int (total c/reintegro incluido);$10.799;Provincia;6 cuotas s/int (total c/reintegro incluido);$12.342;Galicia;6 cuotas s/int (total c/reintegro incluido);$12.342
11635;763571732878;LLANA INOXIDABLE CHICA ARTECRET;Artecret;https://somosrex.com/llana-metalica-lisa-120-x-180-mm-kendo.html;$7.102;$8.990;Santander;3 cuotas s/int (total c/reintegro incluido);$6.214;Provincia;6 cuotas s/int (total c/reintegro incluido);$7.102;Galicia;6 cuotas s/int (total c/reintegro incluido);$7.102
11700;7799110000000;LUSQTOFF TBL16-7 TALADRO DE BANCO 16 MM   S;Lusqtoff;https://somosrex.com/taladro-de-banco-16-mm-450-w-c-morza-lusqtoff.html;$158.148;$210.865;Santander;3 cuotas s/int (total c/reintegro incluido);$138.380;Provincia;6 cuotas s/int (total c/reintegro incluido);$158.148;Galicia;6 cuotas s/int (total c/reintegro incluido);$158.148
11732;763571872765;VADEXFLOOR MICROPISOS GRIS PLATA X20 LITROS;Vadex;https://somosrex.com/micro-piso-gris-plata-vadexfloor-20-kg.html;$85.565;$171.131;Santander;3 cuotas s/int (total c/reintegro incluido);$74.869;Provincia;6 cuotas s/int (total c/reintegro incluido);$85.565;Galicia;6 cuotas s/int (total c/reintegro incluido);$85.565
11797;0;TERMO ACERO INOXIDABLE 750 CC VERDE TL750-9;Lusqtoff;https://somosrex.com/termo-acero-inoxidable-750-ml-lusqtoff-tl750-9.html;$39.098;$63.062;Santander;3 cuotas s/int (total c/reintegro incluido);$34.211;Provincia;6 cuotas s/int (total c/reintegro incluido);$39.098;Galicia;6 cuotas s/int (total c/reintegro incluido);$39.098
11825;7796374865903;ALBA CONSTRUCTOR EXTERIOR - INTERIOR X   4 LTS ;Alba;https://somosrex.com/latex-interior-constructor-alba-4-lt.html;$19.020;$23.776;Santander;3 cuotas s/int (total c/reintegro incluido);$16.643;Provincia;6 cuotas s/int (total c/reintegro incluido);$19.020;Galicia;6 cuotas s/int (total c/reintegro incluido);$19.020
11889;7790817553488;CINTA PAPEL ENMASCARAR AZUL OBRA 48mm x50M RAPIFIX;Rapifix;https://somosrex.com/cinta-azul-obra-enmascarar-rapifix-550-48mm-x-40-mts.html;$8.638;$10.798;Santander;3 cuotas s/int (total c/reintegro incluido);$7.558;Provincia;6 cuotas s/int (total c/reintegro incluido);$8.638;Galicia;6 cuotas s/int (total c/reintegro incluido);$8.638
11905;6942138939064;INFLABLE SALVAVIDAS DONAS SURTIDAS 107 CM;Bestway (pileta);https://somosrex.com/dona-donut-inflable-rosa-107-cm-bestway.html;$9.634;$15.924;Santander;3 cuotas s/int (total c/reintegro incluido);$8.429;Provincia;6 cuotas s/int (total c/reintegro incluido);$9.634;Galicia;6 cuotas s/int (total c/reintegro incluido);$9.634
11926;0;VITROSPRAY ESMALTE  ALTA TEMPERATURA NEGRO X  1LTS;Colorin;https://somosrex.com/esmalte-sintetico-vitrospray-secado-ultrarrapido-1-l-negro-colorin.html;$22.291;$30.866;Santander;3 cuotas s/int (total c/reintegro incluido);$19.505;Provincia;6 cuotas s/int (total c/reintegro incluido);$22.291;Galicia;6 cuotas s/int (total c/reintegro incluido);$22.291
12004;7790715010137;COLORIN ENTONADOR UNIVERSAL MARRON X  0.120L P;Colorin;https://somosrex.com/entonador-universal-marron-tersuave-120-cm3.html;$3.314;$4.142;Santander;3 cuotas s/int (total c/reintegro incluido);$2.900;Provincia;6 cuotas s/int (total c/reintegro incluido);$3.314;Galicia;6 cuotas s/int (total c/reintegro incluido);$3.314
12005;7790715010151;COLORIN ENTONADOR UNIVERSAL AMARILLO X  0.120L P;Colorin;https://somosrex.com/entonador-universal-amarillo-tersuave-120-cm3.html;$1.817;$3.634;Santander;3 cuotas s/int (total c/reintegro incluido);$1.590;Provincia;6 cuotas s/int (total c/reintegro incluido);$1.817;Galicia;6 cuotas s/int (total c/reintegro incluido);$1.817
